MaritalStatus,ApplicationMode,ApplicationOrder,Course,DaytimeEveningAttendance,PreviousQualification,PreviousQualificationGrade,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,AgeAtEnrollment,International,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Status
Single,Holders of Other Higher Courses,1,Veterinary Nursing,Daytime,Higher Education - Degree,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Complementary High School Course,Administrative staff,Other Situation,140,Yes,0,0,1,Female,No,32,No,0,5,8,1,14,2,0,5,12,0,0,4,10,1,1,Dropout
Married,Over 23 Years Old,1,Social Service (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,100,No,0,1,1,Female,No,37,No,3,8,12,7,11,0,2,7,10,6,12,0,13,0,0,Enrolled
Single,Over 23 Years Old,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Cleaning workers,"Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",129,Yes,0,1,1,Female,No,28,No,0,6,17,0,0,0,0,6,6,0,0,0,8,1,3,Enrolled
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Student,Student,137,Yes,0,0,1,Female,No,19,No,0,6,10,0,0,4,0,6,0,0,0,0,7,2,0,Dropout
Single,1st Phase - General Contingent,5,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",122,Yes,0,0,1,Female,No,18,No,0,5,9,1,11,0,0,5,9,2,12,0,7,2,0,Enrolled
Single,1st Phase - General Contingent,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,115,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,108,No,0,0,1,Female,Yes,19,No,0,7,10,6,13,0,0,7,7,7,13,0,12,0,1,Graduate
Married,Holders of Other Higher Courses,1,Advertising and Marketing Management,Daytime,Higher Education - Degree,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",110,No,0,0,1,Female,No,32,No,4,11,15,8,13,0,2,8,10,8,15,0,13,0,0,Graduate
Married,Over 23 Years Old,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,127,Yes,0,0,1,Female,No,31,No,0,5,8,3,11,0,0,5,9,2,11,0,7,2,0,Dropout
Single,Over 23 Years Old,1,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,100,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",121,Yes,0,0,1,Female,No,34,No,0,8,11,7,11,0,0,8,11,7,11,0,10,1,1,Enrolled
Single,1st Phase - General Contingent,3,Animation and Multimedia Design,Daytime,Secondary Education - 12th Year of Schooling or Eq.,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,140,Yes,0,0,1,Female,No,20,No,6,12,12,12,13,0,4,11,14,11,14,0,8,1,3,Graduate
Single,Over 23 Years Old,1,Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114,No,0,0,1,Female,No,28,No,0,7,15,1,10,0,0,7,10,1,10,0,13,0,0,Dropout
Single,Technological Specialization Diploma Holders,1,Management (evening attendance),Evening,Technological Specialization Course,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150,No,0,0,1,Female,No,31,No,2,6,8,6,12,0,2,7,8,7,13,0,9,0,-3,Enrolled
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,145,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Armed Forces Professions,131,Yes,0,0,1,Female,No,18,No,0,6,7,6,12,0,0,6,8,4,12,0,7,2,0,Enrolled
Divorced,Over 23 Years Old,1,Social Service (evening attendance),Evening,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,"Skilled Workers in Industry, Construction and Craftsmen",110,No,0,0,0,Female,No,31,No,0,6,8,5,11,0,0,6,9,3,11,0,9,0,-3,Dropout
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,110,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",105,Yes,0,0,1,Female,No,19,No,0,6,6,6,13,0,0,6,8,5,12,0,12,0,1,Graduate
Single,1st Phase - General Contingent,1,Social Service,Daytime,Secondary Education - 12th Year of Schooling or Eq.,128,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Administrative staff,127,Yes,0,0,1,Female,Yes,19,No,0,6,8,6,14,0,0,6,8,6,12,0,16,0,0,Graduate
Married,Over 23 Years Old,1,Social Service,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,Yes,0,0,1,Female,No,31,No,0,6,11,0,0,0,0,5,10,0,0,0,9,0,-3,Enrolled
Single,Holders of Other Higher Courses,1,Veterinary Nursing,Daytime,Higher Education - Degree,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,130,No,0,0,1,Female,No,34,No,0,6,0,0,0,0,0,6,0,0,0,0,15,2,-4,Dropout
Single,1st Phase - Special Contingent (Madeira Island),1,Oral Hygiene,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",122,Yes,0,0,1,Female,Yes,18,No,0,7,7,7,15,0,0,8,8,8,16,0,12,0,1,Graduate
Single,2nd Phase - General Contingent,2,Tourism,Daytime,Secondary Education - 12th Year of Schooling or Eq.,123,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",113,Yes,0,0,1,Female,No,18,No,0,6,6,6,13,0,0,6,6,6,12,0,11,0,2,Graduate
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,156,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,151,No,0,1,1,Male,No,19,No,0,5,7,5,13,0,0,5,11,5,12,5,16,0,0,Graduate
Single,2nd Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Higher Education - Degree,Higher Education - Doctorate,Student,Specialists in Intellectual and Scientific Activities,125,Yes,0,0,0,Male,Yes,22,No,0,4,8,0,0,0,0,4,8,0,0,0,7,2,0,Dropout
Married,Change of Course,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,100,Portuguese,Unknown,Unknown,Student,Student,128,No,0,0,1,Male,No,32,No,6,10,12,10,11,0,4,9,9,4,11,0,7,2,0,Graduate
Single,Over 23 Years Old,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,135,No,0,0,1,Male,No,61,No,0,5,0,0,0,0,0,5,0,0,0,0,15,2,-4,Dropout
Single,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,120,Yes,0,0,1,Male,No,30,No,0,5,7,5,11,0,0,5,5,5,11,0,7,2,0,Graduate
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,132,No,0,1,0,Male,No,45,No,0,5,9,0,0,0,0,5,11,0,0,0,12,0,1,Dropout
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,140,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,140,No,0,0,1,Male,No,20,No,0,6,7,6,13,0,0,6,6,6,12,0,12,0,1,Graduate
Single,3rd Phase - General Contingent,5,Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,137,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Legislative Power and Executive Bodies,Armed Forces Professions,129,No,0,0,1,Female,No,19,No,0,7,0,0,0,0,0,8,0,0,0,0,9,0,-3,Dropout
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Unskilled Workers,108,Yes,0,0,1,Male,No,26,No,4,10,14,4,11,0,4,11,11,4,12,0,7,2,0,Dropout
Single,2nd Phase - General Contingent,4,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,125,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Other Situation,125,Yes,0,0,1,Male,No,19,No,0,5,6,3,13,0,0,5,5,1,11,0,7,2,0,Dropout
Single,2nd Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,140,No,0,0,1,Male,Yes,19,No,0,6,6,6,12,0,0,6,7,6,11,0,16,0,0,Graduate
Single,1st Phase - General Contingent,3,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,115,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Administrative staff,116,Yes,0,0,1,Male,No,19,No,0,6,6,6,12,0,0,6,7,5,13,0,12,0,1,Graduate
Single,1st Phase - General Contingent,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",137,Yes,0,0,1,Male,Yes,19,No,0,5,6,5,13,0,0,5,6,5,12,0,16,0,0,Graduate
Single,1st Phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,134,Portuguese,10th Year of Schooling,7th Year (Old),Student,Student,128,Yes,0,0,0,Male,No,19,No,0,5,5,0,0,0,0,4,4,0,0,0,7,2,0,Dropout
Single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Unknown,Unknown,Student,Student,106,Yes,0,0,0,Male,No,28,No,0,5,7,3,11,0,0,5,8,2,11,1,7,2,0,Dropout
Single,Change of Course,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,141,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,130,No,0,0,1,Male,No,24,No,10,15,16,15,13,1,10,14,14,14,13,0,9,0,-3,Graduate
Single,1st Phase - General Contingent,1,Equinculture,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Administrative staff,126,No,0,0,1,Male,No,18,No,0,5,7,3,13,0,0,5,5,5,13,0,7,2,0,Graduate
Single,1st Phase - General Contingent,2,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,149,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",141,No,0,0,1,Male,No,18,No,0,5,9,2,11,0,0,5,9,2,12,2,7,2,0,Enrolled
Single,1st Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary Education - 12th Year of Schooling or Eq.,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",113,Yes,0,0,1,Male,Yes,18,No,0,6,7,6,11,0,0,6,12,5,10,0,12,0,1,Graduate
Single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological Specialization Course,120,Portuguese,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,120,No,0,0,1,Male,No,21,No,0,6,9,5,13,0,0,6,9,5,12,0,8,1,3,Graduate
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,148,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130,No,0,0,0,Male,No,28,No,0,5,5,0,0,0,0,5,6,0,0,0,12,0,1,Dropout
Single,Over 23 Years Old,1,Agronomy,Daytime,Other - 11th Year of Schooling,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,120,No,0,0,1,Male,No,58,No,0,6,9,0,0,0,0,6,6,0,0,0,13,0,0,Dropout
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,135,Portuguese,Unknown,Unknown,Student,Student,134,Yes,0,0,0,Male,No,49,No,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
Single,Over 23 Years Old,1,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,150,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",120,No,0,0,1,Male,No,24,No,0,5,6,3,10,0,0,5,9,2,10,0,15,2,-4,Enrolled
Single,Change of Course,1,Advertising and Marketing Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,130,Portuguese,Unknown,Unknown,Student,Student,114,No,0,0,1,Male,No,25,No,0,5,5,4,13,0,0,5,5,4,14,0,7,2,0,Graduate
Divorced,Transfer,1,Management,Daytime,Secondary Education - 12th Year of Schooling or Eq.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,123,Yes,0,0,1,Male,No,33,No,0,5,5,1,10,0,0,5,5,0,0,0,7,2,0,Dropout
Married,Over 23 Years Old,2,Informatics Engineering,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",118,No,0,0,0,Male,No,33,No,0,5,11,0,0,0,0,5,5,0,0,0,9,0,-3,Dropout
Married,Change of Course,1,Basic Education,Daytime,Secondary Education - 12th Year of Schooling or Eq.,110,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",100,No,0,0,1,Male,No,40,No,0,2,4,1,16,0,0,4,5,4,15,0,13,0,0,Graduate
Married,Over 23 Years Old,1,Management (evening attendance),Evening,Secondary Education - 12th Year of Schooling or Eq.,170,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,151,No,0,0,1,Male,No,48,No,0,5,9,5,12,0,0,5,8,5,11,0,16,0,0,Graduate
Single,2nd Phase - General Contingent,3,Informatics Engineering,Daytime,Secondary Education - 12th Year of Schooling or Eq.,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Intermediate Level Technicians and Professions,116,Yes,0,1,0,Male,No,18,No,0,5,10,3,12,0,0,5,8,3,10,0,8,1,3,Enrolled
Single,Over 23 Years Old,1,Nursing,Daytime,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,133,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,106,Yes,0,0,1,Male,No,24,No,0,7,7,6,12,1,0,7,7,6,12,1,7,2,0,Graduate
Married,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary Education - 12th Year of Schooling or Eq.,139,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Unskilled workers in agriculture, animal production, fisheries and forestry",Other administrative support staff,127,No,0,0,1,Male,Yes,23,No,0,5,6,5,11,0,0,5,7,4,13,1,10,1,1,Graduate
